MUNICIPIO,REDE,IDEB_2015,IDEB_2017
Catiguá,Municipal,6,6.4
Catiguá,Pública,6,6.4
Cedral,Municipal,6.9,6.8
Cedral,Pública,6.9,6.8
Cerqueira César,Municipal,6.2,6.4
Cerqueira César,Pública,6.2,6.4
Cerquilho,Municipal,7.1,7.6
Cerquilho,Pública,7.1,7.6
Cesário Lange,Municipal,5.9,6.3
Cesário Lange,Pública,5.9,6.3
Charqueada,Municipal,6.5,6.7
Charqueada,Pública,6.5,6.7
Clementina,Municipal,7.2,6.8
Clementina,Pública,7.2,6.8
Colina,Estadual,-,-
Colina,Municipal,5.9,6.3
Colina,Pública,5.9,6.3
Colômbia,Municipal,6.4,6.8
Colômbia,Pública,6.4,6.8
Conchal,Municipal,6.1,6.5
Conchal,Pública,6.1,6.5
Conchas,Estadual,5.9,5.8
Conchas,Municipal,6,6.1
Conchas,Pública,5.9,6
Cordeirópolis,Municipal,6.3,6.7
Cordeirópolis,Pública,6.3,6.7
Coroados,Municipal,6.2,7.3
Coroados,Pública,6.2,7.3
Coronel Macedo,Estadual,-,-
Coronel Macedo,Municipal,5.6,6.3
Coronel Macedo,Pública,5.6,6.3
Corumbataí,Municipal,5.7,6.6
Corumbataí,Pública,5.7,6.6
Cosmópolis,Municipal,6.2,6.8
Cosmópolis,Pública,6.2,6.8
Cosmorama,Municipal,5.8,7.4
Cosmorama,Pública,5.8,7.4
Cotia,Estadual,6.3,5.5
Cotia,Municipal,5.7,5.8
Cotia,Pública,5.7,5.8
Cravinhos,Estadual,-,-
Cravinhos,Municipal,5.7,5.6
Cravinhos,Pública,5.7,5.6
Cristais Paulista,Municipal,6.3,6.2
Cristais Paulista,Pública,6.3,6.2
Cruzália,Estadual,-,6.3
Cruzália,Pública,-,6.3
Cruzeiro,Estadual,-,-
Cruzeiro,Municipal,5.8,6.2
Cruzeiro,Pública,5.8,6.2
Cubatão,Estadual,5.6,6.3
Cubatão,Municipal,5.9,6.2
Cubatão,Pública,5.8,6.2
Cunha,Estadual,5.5,6
Cunha,Municipal,5.6,6.2
Cunha,Pública,5.6,6.2
Descalvado,Municipal,6.6,6.7
Descalvado,Pública,6.6,6.7
Diadema,Estadual,6.7,6.8
Diadema,Municipal,6.3,6.5
Diadema,Pública,6.5,6.6
Dirce Reis,Estadual,-,6.4
Dirce Reis,Pública,-,6.5
Divinolândia,Municipal,6.1,6.7
Divinolândia,Pública,6.1,6.7
Dobrada,Estadual,6.4,6.1
Dobrada,Pública,6.4,6.1
Dois Córregos,Estadual,-,-
Dois Córregos,Municipal,6.6,6.3
Dois Córregos,Pública,6.6,6.3
Dolcinópolis,Municipal,7.1,6.7
Dolcinópolis,Pública,7.1,6.7
Dourado,Municipal,6.3,5.9
Dourado,Pública,6.3,5.9
Dracena,Municipal,6.7,7
Dracena,Pública,6.7,7
Duartina,Municipal,7.1,6.7
Duartina,Pública,7.1,6.7
Dumont,Municipal,8,7.1
Dumont,Pública,8,7.1
Echaporã,Municipal,6.2,6.9
Echaporã,Pública,6.2,6.9
Eldorado,Estadual,-,-
Eldorado,Municipal,5.6,5.9
Eldorado,Pública,5.6,5.9
Elias Fausto,Estadual,-,-
Elias Fausto,Municipal,6.4,6.9
Elias Fausto,Pública,6.4,6.9
Elisiário,Municipal,7.4,7.1
Elisiário,Pública,7.4,7.1
Embaúba,Municipal,6.4,7.7
Embaúba,Pública,6.4,7.7
Embu das Artes,Estadual,6.4,6.4
Embu das Artes,Municipal,6,6.2
Embu das Artes,Pública,6.2,6.2
Embu-Guaçu,Estadual,6.2,6.7
Embu-Guaçu,Municipal,6.1,6.1
Embu-Guaçu,Pública,6.2,6.5
Emilianópolis,Municipal,5.7,6.4
Emilianópolis,Pública,5.7,6.4
Engenheiro Coelho,Municipal,5.4,5.9
Engenheiro Coelho,Pública,5.4,5.9
Espírito Santo do Pinhal,Estadual,6.3,6.6
Espírito Santo do Pinhal,Municipal,6.5,6.3
Espírito Santo do Pinhal,Pública,6.4,6.5
Espírito Santo do Turvo,Municipal,6.5,6.4
Espírito Santo do Turvo,Pública,6.5,6.4
Estrela d'Oeste,Municipal,7,7
Estrela d'Oeste,Pública,7,7
Estrela do Norte,Municipal,6.2,6.7
Estrela do Norte,Pública,6.2,6.7
Euclides da Cunha Paulista,Municipal,5.6,6.3
Euclides da Cunha Paulista,Pública,5.6,6.3
Fartura,Municipal,7.3,7.5
Fartura,Pública,7.3,7.5
Fernandópolis,Estadual,6.8,6.1
Fernandópolis,Municipal,6.5,6.5
Fernandópolis,Pública,6.5,6.5
Fernando Prestes,Municipal,6.5,6.3
Fernando Prestes,Pública,6.5,6.3
Fernão,Municipal,6,6.7
Fernão,Pública,6,6.7
Ferraz de Vasconcelos,Estadual,4.6,-
Ferraz de Vasconcelos,Municipal,5.9,6.1
Ferraz de Vasconcelos,Pública,5.9,6.1
Flora Rica,Municipal,-,5.7
Flora Rica,Pública,-,5.7
Floreal,Municipal,6.6,7.7
Floreal,Pública,6.6,7.7
Flórida Paulista,Estadual,-,-
Flórida Paulista,Municipal,6.7,6.2
Flórida Paulista,Pública,6.7,6.2
Florínea,Estadual,6.7,7.6
Florínea,Pública,6.7,7.6
Franca,Estadual,7.1,7.3
Franca,Municipal,6.9,7.1
Franca,Pública,7.1,7.2
Francisco Morato,Estadual,5.9,6.1
Francisco Morato,Municipal,5.5,5.8
Francisco Morato,Pública,5.5,5.8
Franco da Rocha,Estadual,5.9,6.2
Franco da Rocha,Municipal,5.7,5.8
Franco da Rocha,Pública,5.7,5.9
Gabriel Monteiro,Municipal,-,7.6
Gabriel Monteiro,Pública,-,7.6
Gália,Estadual,-,-
Gália,Municipal,6.7,6.2
Gália,Pública,6.7,6.2
Garça,Estadual,-,-
Garça,Municipal,6,6.1
Garça,Pública,6,6.1
Gastão Vidigal,Estadual,6.3,6.8
Gastão Vidigal,Pública,6.3,6.8
Gavião Peixoto,Estadual,-,-
Gavião Peixoto,Municipal,5.9,6.2
Gavião Peixoto,Pública,5.9,6.2
General Salgado,Estadual,-,-
General Salgado,Municipal,5.9,6.5
General Salgado,Pública,6,6.5
Getulina,Estadual,-,-
Getulina,Municipal,5.4,6.1
Getulina,Pública,5.4,6.1
Glicério,Municipal,6.6,7.1
Glicério,Pública,6.6,7.1
Guaiçara,Estadual,-,-
Guaiçara,Municipal,5.9,6.3
Guaiçara,Pública,5.9,6.3
Guaimbê,Municipal,6.1,6.1
Guaimbê,Pública,6.1,6.1
Guaíra,Municipal,6.6,6.5
Guaíra,Pública,6.6,6.5
Guapiaçu,Municipal,5.8,6.4
Guapiaçu,Pública,5.8,6.4
Guapiara,Estadual,-,-
Guapiara,Municipal,6,6.1
Guapiara,Pública,6,6.1
Guará,Municipal,6.1,6.5
Guará,Pública,6.1,6.5
Guaraçaí,Municipal,7,6.7
Guaraçaí,Pública,7,6.7
Guaraci,Municipal,6.5,6.3
Guaraci,Pública,6.5,6.3
Guarani d'Oeste,Estadual,-,-
Guarani d'Oeste,Municipal,6.9,7.1
Guarani d'Oeste,Pública,6.9,7.1
Guarantã,Estadual,5.8,5.7
Guarantã,Pública,5.8,5.7
Guararapes,Estadual,-,-
Guararapes,Municipal,6.6,7
Guararapes,Pública,6.6,7
Guararema,Estadual,-,-
Guararema,Municipal,6.6,6.6
Guararema,Pública,6.6,6.6
Guaratinguetá,Estadual,-,-
Guaratinguetá,Municipal,5.8,6.3
Guaratinguetá,Pública,5.8,6.3
Guareí,Estadual,-,-
Guareí,Municipal,6.4,6.6
Guareí,Pública,6.4,6.6
Guariba,Municipal,6,6.3
Guariba,Pública,6,6.3
Guarujá,Estadual,5.7,5.8
Guarujá,Municipal,6.1,6.2
Guarujá,Pública,6,6
Guarulhos,Estadual,6.3,6.6
Guarulhos,Municipal,6,6.2
Guarulhos,Pública,6.2,6.3
Guatapará,Municipal,6.1,5.6
Guatapará,Pública,6.1,5.6
Guzolândia,Estadual,-,-
Guzolândia,Municipal,7.2,7.5
Guzolândia,Pública,7.2,7.5
Herculândia,Estadual,5.8,6.2
Herculândia,Pública,5.8,6.3
Holambra,Municipal,6.7,7.3
Holambra,Pública,6.7,7.3
Hortolândia,Estadual,6.2,6.4
Hortolândia,Municipal,6.5,6.9
Hortolândia,Pública,6.5,6.9
Iacanga,Municipal,5.9,7
Iacanga,Pública,5.9,7
Iacri,Estadual,6.4,6.6
Iacri,Pública,6.4,6.6
Iaras,Municipal,5.6,6.1
Iaras,Pública,5.5,6.1
Ibaté,Municipal,6.2,6.8
Ibaté,Pública,6.2,6.8
Ibirá,Municipal,7.5,7.5
Ibirá,Pública,7.5,7.5
Ibirarema,Municipal,6.3,6.6
Ibirarema,Pública,6.3,6.6
Ibitinga,Estadual,7.3,7.4
Ibitinga,Municipal,6,6.3
Ibitinga,Pública,6.7,7
Ibiúna,Estadual,6.3,6.5
Ibiúna,Municipal,5.6,5.8
Ibiúna,Pública,5.6,5.9
Icém,Municipal,5.7,5.9
Icém,Pública,5.7,5.9
Iepê,Municipal,6.2,6.2
Iepê,Pública,6.2,6.2
Igaraçu do Tietê,Estadual,-,-
Igaraçu do Tietê,Municipal,5.8,6
Igaraçu do Tietê,Pública,5.8,6
Igarapava,Municipal,5.9,5.8
Igarapava,Pública,5.9,5.8
Igaratá,Municipal,5.7,6.4
Igaratá,Pública,5.7,6.4
Iguape,Estadual,-,-
Iguape,Municipal,5.7,6.2
Iguape,Pública,5.7,6.2
Ilhabela,Municipal,5.9,6.5
Ilhabela,Pública,5.9,6.5
Ilha Comprida,Municipal,6.7,6.8
Ilha Comprida,Pública,6.7,6.8
Ilha Solteira,Municipal,6.8,6.6
Ilha Solteira,Pública,6.8,6.6
Indaiatuba,Estadual,-,-
Indaiatuba,Municipal,7,7.4
Indaiatuba,Pública,7,7.4
Indiana,Estadual,-,-
Indiana,Municipal,6,6.7
Indiana,Pública,6,6.7
Indiaporã,Estadual,-,-
Indiaporã,Municipal,7.6,7.2
Indiaporã,Pública,7.6,7.2
Inúbia Paulista,Municipal,6,6.9
Inúbia Paulista,Pública,6,6.9
Ipaussu,Municipal,6.2,6.7
Ipaussu,Pública,6.2,6.7
Iperó,Municipal,5.7,5.9
Iperó,Pública,5.7,5.9
Ipeúna,Municipal,6.4,5.9
Ipeúna,Pública,6.4,5.9
Ipiguá,Municipal,6.1,6.6
Ipiguá,Pública,6.1,6.6
Iporanga,Municipal,6,6.3
Iporanga,Pública,6,6.3
Ipuã,Municipal,6.6,6.3
Ipuã,Pública,6.6,6.3
Iracemápolis,Municipal,7.1,6.9
Iracemápolis,Pública,7.1,6.9
Irapuã,Municipal,6.2,6.2
Irapuã,Pública,6.2,6.2
Irapuru,Estadual,-,-
Irapuru,Municipal,6.1,7.7
Irapuru,Pública,6,7.7
Itaberá,Estadual,7,6.8
Itaberá,Pública,7,6.8
Itaí,Estadual,-,-
Itaí,Municipal,5.8,6.3
Itaí,Pública,5.8,6.3
Itajobi,Estadual,-,-
Itajobi,Municipal,7.1,7.5
Itajobi,Pública,7.1,7.5
Itaju,Municipal,6.9,6.7
Itaju,Pública,6.9,6.7
Itanhaém,Estadual,-,-
Itanhaém,Municipal,6.2,6.5
Itanhaém,Pública,6.2,6.5
Itaoca,Estadual,6,6.1
Itaoca,Pública,6,6.1
Itapecerica da Serra,Estadual,5.8,6.4
Itapecerica da Serra,Municipal,5.8,6.3
Itapecerica da Serra,Pública,5.8,6.3
Itapetininga,Estadual,6.9,6.9
Itapetininga,Municipal,6.2,6.4
Itapetininga,Pública,6.3,6.5
Itapeva,Municipal,6.5,6.7
Itapeva,Pública,6.5,6.7
Itapevi,Estadual,-,-
Itapevi,Municipal,5.8,5.9
Itapevi,Pública,5.8,5.9
Itapira,Estadual,7.5,7.6
Itapira,Municipal,6.1,6.6
Itapira,Pública,6.2,6.7
Itapirapuã Paulista,Municipal,5.7,5.5
Itapirapuã Paulista,Pública,5.7,5.5
Itápolis,Estadual,6.7,6.6
Itápolis,Municipal,7.7,8
Itápolis,Pública,6.9,6.8
Itaporanga,Estadual,-,-
Itaporanga,Municipal,6.4,6.1
Itaporanga,Pública,6.4,6.1
Itapuí,Estadual,-,-
Itapuí,Municipal,5.9,6.5
Itapuí,Pública,5.9,6.5
Itapura,Municipal,5.9,6.5
Itapura,Pública,5.9,6.5
Itaquaquecetuba,Estadual,5.6,5.7
Itaquaquecetuba,Municipal,5.4,5.7
Itaquaquecetuba,Pública,5.4,5.7
Itararé,Municipal,6.3,6.5
Itararé,Pública,6.3,6.5
Itariri,Estadual,5.9,6.6
Itariri,Municipal,6.4,6.8
Itariri,Pública,6.3,6.8
Itatiba,Municipal,6.8,7
Itatiba,Pública,6.8,7
Itatinga,Municipal,6.3,6.6
Itatinga,Pública,6.3,6.6
Itirapina,Municipal,6.2,6.8
Itirapina,Pública,6.2,6.8
Itirapuã,Municipal,5.7,6.6
Itirapuã,Pública,5.7,6.6
Itobi,Estadual,6.2,6.5
Itobi,Pública,6.2,6.5
Itu,Estadual,-,-
Itu,Municipal,5.9,6.3
Itu,Pública,5.9,6.3
Itupeva,Municipal,6.2,6.7
Itupeva,Pública,6.2,6.7
Ituverava,Municipal,5.9,5.2
Ituverava,Pública,5.9,5.2
Jaborandi,Municipal,6.4,6.6
Jaborandi,Pública,6.4,6.6
Jaboticabal,Estadual,-,-
Jaboticabal,Municipal,6.2,6.3
Jaboticabal,Pública,6.2,6.3
Jacareí,Estadual,6.5,6.1
Jacareí,Municipal,6.3,6.4
Jacareí,Pública,6.3,6.4
Jaci,Municipal,5.7,6.3
Jaci,Pública,5.7,6.3
Jacupiranga,Estadual,-,-
Jacupiranga,Municipal,6.1,6.7
Jacupiranga,Pública,6.1,6.7
Jaguariúna,Municipal,7.1,7.4
Jaguariúna,Pública,7.1,7.4
Jales,Estadual,-,-
Jales,Municipal,7.2,7.8
Jales,Pública,7.2,7.8
Jambeiro,Municipal,5.4,6.1
Jambeiro,Pública,5.4,6.1
Jandira,Estadual,-,-
Jandira,Municipal,5.5,6
Jandira,Pública,5.5,6
Jardinópolis,Municipal,6.2,6
Jardinópolis,Pública,6.2,6
Jarinu,Municipal,6,5.9
Jarinu,Pública,6,5.9
Jaú,Estadual,-,-
Jaú,Municipal,6.3,6.4
Jaú,Pública,6.3,6.4
Jeriquara,Municipal,5.3,6.6
Jeriquara,Pública,5.3,6.6
Joanópolis,Municipal,6.5,7.1
Joanópolis,Pública,6.5,7.1
João Ramalho,Municipal,6.6,6.8
João Ramalho,Pública,6.6,6.8
José Bonifácio,Estadual,6.1,6.1
José Bonifácio,Municipal,6,6.3
José Bonifácio,Pública,6.1,6.2
Júlio Mesquita,Municipal,5.1,5.7
Júlio Mesquita,Pública,5.1,5.7
Jumirim,Municipal,6.5,6.9
Jumirim,Pública,6.5,6.9
Jundiaí,Municipal,6.8,7.1
Jundiaí,Pública,6.8,7.1
Junqueirópolis,Municipal,7.8,7.7
Junqueirópolis,Pública,7.8,7.7
Juquiá,Municipal,6.2,6.3
Juquiá,Pública,6.2,6.3
Juquitiba,Estadual,6.1,6.8
Juquitiba,Municipal,5.7,7
Juquitiba,Pública,5.9,6.9
Lagoinha,Municipal,6.5,6.5
Lagoinha,Pública,6.5,6.5
Laranjal Paulista,Municipal,6,6
Laranjal Paulista,Pública,6,6
Lavínia,Municipal,6.3,7
Lavínia,Pública,6.3,7
Lavrinhas,Municipal,5.5,5.8
Lavrinhas,Pública,5.5,5.8
Leme,Municipal,6.7,7
Leme,Pública,6.7,7
Lençóis Paulista,Estadual,-,-
Lençóis Paulista,Municipal,6.6,6.6
Lençóis Paulista,Pública,6.6,6.6
Limeira,Estadual,7,7.1
Limeira,Municipal,6.4,6.9
Limeira,Pública,6.4,6.9
Lindóia,Municipal,5.9,6
Lindóia,Pública,5.9,6
Lins,Estadual,6.1,6.5
Lins,Municipal,6,6.2
Lins,Pública,6.1,6.4
Lorena,Estadual,-,-
Lorena,Municipal,5.5,5.7
Lorena,Pública,5.5,5.7
Lourdes,Municipal,7.5,7.3
Lourdes,Pública,7.5,7.3
Louveira,Municipal,7,7
Louveira,Pública,7,7
Lucélia,Municipal,7,7.3
Lucélia,Pública,7,7.3
Lucianópolis,Municipal,6.1,6.9
Lucianópolis,Pública,6.1,6.9
Luís Antônio,Municipal,5.3,5.7
Luís Antônio,Pública,5.3,5.7
Luiziânia,Municipal,7,7.7
Luiziânia,Pública,7,7.7
Lupércio,Municipal,6.5,6.5
Lupércio,Pública,6.5,6.5
Lutécia,Municipal,5.5,6.5
Lutécia,Pública,5.5,6.5
Macatuba,Municipal,6.8,7.4
Macatuba,Pública,6.8,7.4
Macaubal,Estadual,6.2,6.3
Macaubal,Pública,6.2,6.3
Macedônia,Municipal,6.4,6.8
Macedônia,Pública,6.4,6.8
Magda,Estadual,-,-
Magda,Municipal,6.7,7.1
Magda,Pública,6.7,7.1
Mairinque,Municipal,5.7,5.8
Mairinque,Pública,5.7,5.8
Mairiporã,Municipal,5.9,6.2
Mairiporã,Pública,5.9,6.2
Manduri,Municipal,5.5,6
Manduri,Pública,5.5,6
Marabá Paulista,Municipal,6.4,6.5
Marabá Paulista,Pública,6.4,6.5
Maracaí,Municipal,6.6,6.4
Maracaí,Pública,6.6,6.4
Marapoama,Municipal,7.2,7.7
Marapoama,Pública,7.2,7.7
Mariápolis,Municipal,6,6.7
Mariápolis,Pública,6,6.7
Marília,Estadual,7.2,7.4
Marília,Municipal,6.9,7.2
Marília,Pública,7,7.2
Marinópolis,Municipal,6.4,7.3
Marinópolis,Pública,6.4,7.3
Martinópolis,Municipal,6.8,7
Martinópolis,Pública,6.8,7
Matão,Estadual,6.4,6.5
Matão,Municipal,6.6,7.1
Matão,Pública,6.4,6.7
Mauá,Estadual,6.5,6.7
Mauá,Municipal,5.2,5.6
Mauá,Pública,6.5,6.6
Mendonça,Municipal,7.3,7.4
Mendonça,Pública,7.3,7.4
Meridiano,Estadual,-,-
Meridiano,Municipal,7,6.8
Meridiano,Pública,7,6.8
Mesópolis,Municipal,-,6.7
Mesópolis,Pública,-,6.7
Miguelópolis,Municipal,5.7,5.4
Miguelópolis,Pública,5.7,5.4
Mineiros do Tietê,Municipal,6.6,6.6
Mineiros do Tietê,Pública,6.6,6.6
Miracatu,Estadual,-,-
Miracatu,Municipal,6.2,6
Miracatu,Pública,6.2,6
Mira Estrela,Estadual,-,-
Mira Estrela,Municipal,6.8,7.4
Mira Estrela,Pública,6.8,7.4
Mirandópolis,Municipal,6.6,6.7
Mirandópolis,Pública,6.6,6.7
Mirante do Paranapanema,Estadual,5.9,7
Mirante do Paranapanema,Municipal,6.4,6.3
Mirante do Paranapanema,Pública,6.2,6.5
Mirassol,Municipal,6.1,6.5
Mirassol,Pública,6.1,6.5
Mirassolândia,Municipal,6.8,7.1
Mirassolândia,Pública,6.8,7.1
Mococa,Estadual,6.6,6.2
Mococa,Municipal,6.2,6.3
Mococa,Pública,6.4,6.2
Mogi das Cruzes,Estadual,5.9,6.2
Mogi das Cruzes,Municipal,6.3,6.8
Mogi das Cruzes,Pública,6.3,6.8
Mogi Guaçu,Estadual,-,-
Mogi Guaçu,Municipal,6.5,6.8
Mogi Guaçu,Pública,6.5,6.8
Mogi Mirim,Estadual,-,-
Mogi Mirim,Municipal,5.8,6.6
Mogi Mirim,Pública,5.8,6.6
Mombuca,Municipal,5.1,6.6
Mombuca,Pública,5.1,6.6
Monções,Estadual,6.4,6.4
Monções,Pública,6.4,6.4
Mongaguá,Municipal,5.9,6.1
Mongaguá,Pública,5.9,6.1
Monte Alegre do Sul,Municipal,6.2,6.3
Monte Alegre do Sul,Pública,6.2,6.3
Monte Alto,Municipal,6.4,6.6
Monte Alto,Pública,6.4,6.6
Monte Aprazível,Municipal,6.4,6.6
Monte Aprazível,Pública,6.4,6.6
Monte Azul Paulista,Municipal,6.2,6.8
Monte Azul Paulista,Pública,6.2,6.8
Monte Castelo,Estadual,-,-
Monte Castelo,Municipal,6.4,7.3
Monte Castelo,Pública,6.4,7.3
Monteiro Lobato,Municipal,6.8,6.8
Monteiro Lobato,Pública,6.8,6.8
Monte Mor,Estadual,-,-
Monte Mor,Municipal,6,6.4
Monte Mor,Pública,6,6.4
Morro Agudo,Municipal,5.7,6
Morro Agudo,Pública,5.7,6
Morungaba,Municipal,6.3,6.2
Morungaba,Pública,6.3,6.2
Motuca,Municipal,6.3,6.8
Motuca,Pública,6.3,6.8
Murutinga do Sul,Municipal,6.7,7.6
Murutinga do Sul,Pública,6.7,7.6
Nantes,Municipal,6.1,6.2
Nantes,Pública,6.1,6.2
Narandiba,Municipal,6,6.8
Narandiba,Pública,6,6.8
Natividade da Serra,Estadual,-,-
Natividade da Serra,Municipal,6.1,6.5
Natividade da Serra,Pública,6.1,6.5
Nazaré Paulista,Estadual,5.5,6.6
Nazaré Paulista,Municipal,5.9,6.5
Nazaré Paulista,Pública,5.9,6.6
Neves Paulista,Municipal,5.7,7.1
Neves Paulista,Pública,5.7,7.1
Nhandeara,Estadual,-,-
Nhandeara,Municipal,7.7,7
Nhandeara,Pública,7.7,7
Nipoã,Municipal,5.9,6.7
Nipoã,Pública,5.9,6.7
Nova Aliança,Municipal,5.8,5.4
Nova Aliança,Pública,5.8,5.4
Nova Campina,Municipal,6.1,6.1
Nova Campina,Pública,6.1,6.1
Nova Canaã Paulista,Estadual,-,-
Nova Canaã Paulista,Municipal,7.3,7.2
Nova Canaã Paulista,Pública,7.3,7.2
Nova Castilho,Municipal,-,7.1
Nova Castilho,Pública,-,7.1
Nova Europa,Municipal,6.2,6.4
Nova Europa,Pública,6.2,6.4
Nova Granada,Municipal,6.3,6.7
Nova Granada,Pública,6.3,6.7
Nova Guataporanga,Estadual,-,-
Nova Guataporanga,Municipal,6.7,6.5
Nova Guataporanga,Pública,6.7,6.5
Nova Independência,Municipal,5.9,6.2
Nova Independência,Pública,5.9,6.2
Novais,Municipal,6.8,6.5
Novais,Pública,6.8,6.5
Nova Luzitânia,Municipal,6.8,6.3
Nova Luzitânia,Pública,6.8,6.3
Nova Odessa,Municipal,6.5,6.9
Nova Odessa,Pública,6.5,6.9
Novo Horizonte,Estadual,-,-
Novo Horizonte,Municipal,7.6,7.7
Novo Horizonte,Pública,7.6,7.7
Nuporanga,Estadual,-,-
Nuporanga,Municipal,6.6,6.9
Nuporanga,Pública,6.6,6.9
Ocauçu,Estadual,-,-
Ocauçu,Municipal,7.4,7.2
Ocauçu,Pública,7.4,7.2
Óleo,Estadual,-,-
Óleo,Municipal,-,6.5
Óleo,Pública,-,6.5
Olímpia,Municipal,6.5,6.8
Olímpia,Pública,6.5,6.8
Onda Verde,Municipal,6.7,6.5
Onda Verde,Pública,6.7,6.5
Oriente,Estadual,5.9,6
Oriente,Pública,6,6.1
Orindiúva,Municipal,7,7.2
Orindiúva,Pública,7,7.2
Orlândia,Municipal,6.3,6.3
Orlândia,Pública,6.3,6.3
Osasco,Estadual,-,-
Osasco,Municipal,5.9,6.1
Osasco,Pública,5.9,6.1
Oscar Bressane,Municipal,6.8,7.1
Oscar Bressane,Pública,6.8,7.1
Osvaldo Cruz,Municipal,6.4,6.3
Osvaldo Cruz,Pública,6.4,6.3
Ourinhos,Estadual,6.6,6.6
Ourinhos,Municipal,6.4,6.8
Ourinhos,Pública,6.4,6.8
Ouroeste,Estadual,-,-
Ouroeste,Municipal,6,6.7
Ouroeste,Pública,6,6.7
Ouro Verde,Municipal,6.6,6.8
Ouro Verde,Pública,6.6,6.8
Pacaembu,Municipal,6.6,6.6
Pacaembu,Pública,6.6,6.6
Palestina,Municipal,6.1,6.3
Palestina,Pública,6.1,6.3
Palmares Paulista,Municipal,6.3,7.2
Palmares Paulista,Pública,6.3,7.2
Palmeira d'Oeste,Estadual,-,-
Palmeira d'Oeste,Municipal,7.4,7.3
Palmeira d'Oeste,Pública,7.4,7.3
Palmital,Municipal,6.4,6.6
Palmital,Pública,6.4,6.6
Panorama,Municipal,6.4,6.4
Panorama,Pública,6.4,6.4
Paraguaçu Paulista,Municipal,6.4,6.6
Paraguaçu Paulista,Pública,6.4,6.6
Paraibuna,Municipal,5.9,6.3
Paraibuna,Pública,5.9,6.3
Paraíso,Municipal,6.7,6.6
